lecture_id,part,tags,video_length,deployed_at,video_minutes
l848,0.0,200.0,279000.0,2019-10-07 05:11:56.369,4.65
l849,0.0,200.0,213000.0,2019-10-07 05:11:56.648,3.55
l850,0.0,201.0,246000.0,2019-10-07 05:11:56.928,4.1
l851,0.0,201.0,275000.0,2019-10-07 05:11:57.215,4.583333333333333
l852,0.0,202.0,273000.0,2019-10-07 05:11:57.493,4.55
l853,0.0,202.0,257000.0,2019-10-07 05:11:57.772,4.283333333333333
l854,0.0,203.0,266000.0,2019-10-07 05:11:58.056,4.433333333333334
l889,0.0,206.0,261000.0,2019-10-07 05:12:04.261,4.35
l890,0.0,207.0,287000.0,2019-10-07 05:12:09.678,4.783333333333333
l891,0.0,208.0,275000.0,2019-10-07 05:12:16.350,4.583333333333333
l892,0.0,209.0,287000.0,2019-10-07 05:12:22.944,4.783333333333333
l893,0.0,210.0,146000.0,2019-10-07 05:12:31.628,2.433333333333333
l894,0.0,211.0,189000.0,2019-10-07 05:12:37.072,3.15
l895,0.0,212.0,267000.0,2019-10-07 05:12:43.073,4.45
l1280,3.0,250.0,710000.0,2019-10-07 05:07:34.199,11.833333333333334
l1281,3.0,246.0,645000.0,2019-10-07 05:07:42.956,10.75
l1282,3.0,248.0,673000.0,2019-10-07 05:07:51.349,11.216666666666667
l1283,3.0,245.0,702000.0,2019-10-07 05:08:01.068,11.7
l1284,3.0,247.0,690000.0,2019-10-07 05:08:10.764,11.5
l1285,4.0,241.0,395000.0,2019-10-07 05:08:11.043,6.583333333333333
l1286,4.0,244.0,689000.0,2019-10-07 05:08:18.581,11.483333333333333
l1311,5.0,268.0,610000.0,2019-10-07 05:10:04.078,10.166666666666666
l1312,5.0,291.0,492000.0,2019-10-07 05:10:07.722,8.2
l1313,5.0,285.0,1042000.0,2019-10-07 05:10:11.359,17.366666666666667
l1314,5.0,267.0,624000.0,2019-10-07 05:10:15.448,10.4
l1315,5.0,288.0,793000.0,2019-10-07 05:10:17.670,13.216666666666667
l1316,5.0,259.0,278000.0,2019-10-07 05:10:17.945,4.633333333333334
l1317,5.0,262.0,813000.0,2019-10-07 05:10:20.006,13.55
l1318,5.0,263.0,543000.0,2019-10-07 05:10:22.150,9.05
l1270,2.0,232.0,360000.0,2019-10-07 05:06:20.579,6.0
l756,5.0,94.0,164000.0,2018-11-13 14:46:16.688,2.7333333333333334
l456,2.0,23.0,177000.0,2018-11-13 14:46:02.641,2.95
l457,2.0,30.0,137000.0,2018-11-13 14:46:02.682,2.283333333333333
l458,2.0,27.0,144000.0,2018-11-13 14:46:02.727,2.4
l1274,2.0,235.0,457000.0,2019-10-07 05:06:51.509,7.616666666666666
l805,5.0,99.0,230000.0,2019-10-07 05:30:56.512,3.8333333333333335
l855,0.0,203.0,253000.0,2019-10-07 05:11:58.345,4.216666666666667
l856,0.0,203.0,277000.0,2019-10-07 05:11:58.624,4.616666666666666
l896,0.0,213.0,415000.0,2019-10-07 05:12:52.392,6.916666666666667
l897,0.0,214.0,379000.0,2019-10-07 05:13:03.345,6.316666666666666
l898,0.0,215.0,385000.0,2019-10-07 05:13:09.856,6.416666666666667
l899,0.0,216.0,465000.0,2019-10-07 05:13:10.141,7.75
l900,0.0,199.0,293000.0,2019-10-07 05:13:10.422,4.883333333333334
l901,0.0,199.0,186000.0,2019-10-07 05:13:10.701,3.1
l902,0.0,200.0,229000.0,2019-10-07 05:13:10.979,3.816666666666667
l533,5.0,108.0,132000.0,2019-10-07 05:28:53.158,2.2
l903,0.0,200.0,208000.0,2019-10-07 05:13:11.259,3.466666666666667
l904,0.0,201.0,276000.0,2019-10-07 05:13:11.547,4.6
l905,0.0,201.0,228000.0,2019-10-07 05:13:11.828,3.8
l906,0.0,202.0,245000.0,2019-10-07 05:13:12.107,4.083333333333333
l907,0.0,202.0,214000.0,2019-10-07 05:13:12.387,3.566666666666667
l908,0.0,203.0,288000.0,2019-10-07 05:13:12.667,4.8
l909,0.0,203.0,211000.0,2019-10-07 05:13:12.946,3.5166666666666666
l419,1.0,12.0,,2019-10-07 05:13:17.756,
l420,1.0,16.0,,2019-10-07 05:13:22.412,
l421,1.0,22.0,,2019-10-07 05:13:29.243,
l422,1.0,9.0,,2019-10-07 05:13:35.790,
l423,1.0,14.0,,2019-10-07 05:13:42.171,
l424,1.0,8.0,,2019-10-07 05:13:47.976,
l425,1.0,5.0,,2019-10-07 05:13:56.427,
l658,1.0,15.0,,2019-10-07 05:14:02.420,
l426,1.0,13.0,,2019-10-07 05:14:07.238,
l427,1.0,1.0,,2019-10-07 05:14:13.620,
l428,1.0,4.0,,2019-10-07 05:14:21.113,
l429,1.0,180.0,,2019-10-07 05:14:26.326,
l430,1.0,3.0,,2019-10-07 05:14:33.078,
l431,1.0,6.0,,2019-10-07 05:14:39.686,
l432,1.0,18.0,,2019-10-07 05:14:45.742,
l433,1.0,10.0,,2019-10-07 05:14:50.526,
l434,1.0,11.0,,2019-10-07 05:14:55.231,
l435,1.0,17.0,,2019-10-07 05:15:01.324,
l436,1.0,20.0,,2019-10-07 05:15:08.502,
l437,1.0,19.0,,2019-10-07 05:15:12.736,
l659,1.0,1.0,228000.0,2019-10-07 05:15:13.015,3.8
l660,1.0,3.0,221000.0,2019-10-07 05:15:13.295,3.683333333333333
l661,1.0,4.0,243000.0,2019-10-07 05:15:13.578,4.05
l662,1.0,8.0,217000.0,2019-10-07 05:15:13.873,3.6166666666666667
l663,1.0,14.0,247000.0,2019-10-07 05:15:14.156,4.116666666666666
l664,1.0,10.0,272000.0,2019-10-07 05:15:14.457,4.533333333333333
l665,1.0,16.0,232000.0,2019-10-07 05:15:14.748,3.8666666666666667
l666,1.0,9.0,197000.0,2019-10-07 05:15:15.028,3.283333333333333
l667,1.0,12.0,234000.0,2019-10-07 05:15:15.305,3.9
l668,1.0,13.0,165000.0,2019-10-07 05:15:15.587,2.75
l669,1.0,6.0,280000.0,2019-10-07 05:15:15.863,4.666666666666667
l670,1.0,10.0,241000.0,2019-10-07 05:15:16.142,4.016666666666667
l671,1.0,5.0,193000.0,2019-10-07 05:15:16.418,3.216666666666667
l672,1.0,20.0,188000.0,2019-10-07 05:15:16.696,3.1333333333333333
l673,1.0,10.0,223000.0,2019-10-07 05:15:16.979,3.716666666666667
l674,1.0,6.0,198000.0,2019-10-07 05:15:17.255,3.3
l675,1.0,9.0,219000.0,2019-10-07 05:15:17.554,3.65
l676,1.0,17.0,204000.0,2019-10-07 05:15:17.840,3.4
l677,1.0,14.0,183000.0,2019-10-07 05:15:18.131,3.05
l678,1.0,15.0,185000.0,2019-10-07 05:15:18.416,3.0833333333333335
l679,1.0,11.0,187000.0,2019-10-07 05:15:18.701,3.1166666666666667
l680,1.0,9.0,159000.0,2019-10-07 05:15:18.981,2.65
l681,1.0,20.0,163000.0,2019-10-07 05:15:19.260,2.716666666666667
l682,1.0,180.0,147000.0,2019-10-07 05:15:19.541,2.45
l857,1.0,13.0,212000.0,2019-10-07 05:15:19.825,3.533333333333333
l858,1.0,15.0,254000.0,2019-10-07 05:15:20.108,4.233333333333333
l859,1.0,15.0,221000.0,2019-10-07 05:15:20.389,3.683333333333333
l860,1.0,11.0,206000.0,2019-10-07 05:15:20.669,3.433333333333333
l861,1.0,14.0,211000.0,2019-10-07 05:15:20.946,3.5166666666666666
l862,1.0,10.0,170000.0,2019-10-07 05:15:21.224,2.8333333333333335
l863,1.0,20.0,170000.0,2019-10-07 05:15:21.506,2.8333333333333335
l864,1.0,11.0,193000.0,2019-10-07 05:15:21.785,3.216666666666667
l865,1.0,18.0,233000.0,2019-10-07 05:15:22.065,3.8833333333333333
l866,1.0,11.0,207000.0,2019-10-07 05:15:22.347,3.45
l438,2.0,24.0,225000.0,2019-10-07 05:15:26.418,3.75
l439,2.0,28.0,211000.0,2019-10-07 05:15:31.432,3.5166666666666666
l440,2.0,38.0,248000.0,2019-10-07 05:15:35.816,4.133333333333334
l441,2.0,36.0,253000.0,2019-10-07 05:15:40.117,4.216666666666667
l442,2.0,44.0,235000.0,2019-10-07 05:15:45.145,3.9166666666666665
l443,2.0,31.0,219000.0,2019-10-07 05:15:49.307,3.65
l444,2.0,46.0,186000.0,2019-10-07 05:15:53.074,3.1
l445,2.0,34.0,224000.0,2019-10-07 05:15:56.731,3.7333333333333334
l446,2.0,25.0,171000.0,2019-10-07 05:15:59.844,2.85
l447,2.0,33.0,208000.0,2019-10-07 05:16:04.050,3.466666666666667
l448,2.0,41.0,177000.0,2019-10-07 05:16:09.270,2.95
l449,2.0,50.0,224000.0,2019-10-07 05:16:14.032,3.7333333333333334
l450,2.0,43.0,215000.0,2019-10-07 05:16:17.774,3.5833333333333335
l451,2.0,40.0,215000.0,2019-10-07 05:16:20.455,3.5833333333333335
l452,2.0,48.0,227000.0,2019-10-07 05:16:24.895,3.783333333333333
l453,2.0,26.0,171000.0,2019-10-07 05:16:28.464,2.85
l454,2.0,49.0,,2019-10-07 05:16:31.825,
l455,2.0,42.0,191000.0,2019-10-07 05:16:34.449,3.183333333333333
l683,2.0,23.0,177000.0,2019-10-07 05:16:37.257,2.95
l684,2.0,30.0,137000.0,2019-10-07 05:16:41.580,2.283333333333333
l685,2.0,27.0,144000.0,2019-10-07 05:16:47.893,2.4
l686,2.0,51.0,,2019-10-07 05:16:49.516,
l687,2.0,189.0,162000.0,2019-10-07 05:16:50.840,2.7
l688,2.0,189.0,213000.0,2019-10-07 05:16:52.172,3.55
l689,2.0,35.0,170000.0,2019-10-07 05:16:54.267,2.8333333333333335
l690,2.0,43.0,116000.0,2019-10-07 05:16:55.914,1.9333333333333333
l691,2.0,190.0,128000.0,2019-10-07 05:16:57.608,2.1333333333333333
l692,2.0,42.0,138000.0,2019-10-07 05:17:00.043,2.3
l693,2.0,25.0,161000.0,2019-10-07 05:17:01.923,2.683333333333333
l694,2.0,40.0,167000.0,2019-10-07 05:17:03.548,2.783333333333333
l695,2.0,41.0,140000.0,2019-10-07 05:17:04.990,2.3333333333333335
l696,2.0,192.0,149000.0,2019-10-07 05:17:06.697,2.4833333333333334
l697,2.0,190.0,169000.0,2019-10-07 05:17:08.204,2.816666666666667
l698,2.0,35.0,147000.0,2019-10-07 05:17:09.473,2.45
l699,2.0,40.0,146000.0,2019-10-07 05:17:11.347,2.433333333333333
l700,2.0,191.0,122000.0,2019-10-07 05:17:14.456,2.033333333333333
l701,2.0,50.0,128000.0,2019-10-07 05:17:16.771,2.1333333333333333
l702,2.0,48.0,116000.0,2019-10-07 05:17:18.939,1.9333333333333333
l703,2.0,33.0,213000.0,2019-10-07 05:17:20.905,3.55
l704,2.0,42.0,128000.0,2019-10-07 05:17:21.943,2.1333333333333333
l705,2.0,26.0,156000.0,2019-10-07 05:17:22.225,2.6
l706,2.0,193.0,134000.0,2019-10-07 05:17:22.509,2.2333333333333334
l707,2.0,188.0,130000.0,2019-10-07 05:17:22.789,2.1666666666666665
l708,2.0,49.0,103000.0,2019-10-07 05:17:23.071,1.7166666666666666
l709,2.0,30.0,252000.0,2019-10-07 05:17:27.299,4.2
l710,2.0,30.0,214000.0,2019-10-07 05:17:27.580,3.566666666666667
l711,2.0,23.0,130000.0,2019-10-07 05:17:29.409,2.1666666666666665
l712,2.0,27.0,135000.0,2019-10-07 05:17:35.925,2.25
l713,2.0,30.0,129000.0,2019-10-07 05:17:36.207,2.15
l714,2.0,30.0,110000.0,2019-10-07 05:17:36.497,1.8333333333333333
l715,2.0,51.0,150000.0,2019-10-07 05:17:36.774,2.5
l867,2.0,190.0,163000.0,2019-10-07 05:17:37.055,2.716666666666667
l868,2.0,40.0,137000.0,2019-10-07 05:17:37.335,2.283333333333333
l869,2.0,41.0,134000.0,2019-10-07 05:17:37.613,2.2333333333333334
l870,2.0,191.0,166000.0,2019-10-07 05:17:37.895,2.7666666666666666
l871,2.0,35.0,122000.0,2019-10-07 05:17:38.174,2.033333333333333
l872,2.0,50.0,117000.0,2019-10-07 05:17:38.456,1.95
l873,2.0,42.0,112000.0,2019-10-07 05:17:38.731,1.8666666666666667
l874,2.0,189.0,124000.0,2019-10-07 05:17:39.010,2.066666666666667
l875,2.0,50.0,113000.0,2019-10-07 05:17:39.296,1.8833333333333333
l876,2.0,25.0,138000.0,2019-10-07 05:17:39.575,2.3
l877,2.0,189.0,126000.0,2019-10-07 05:17:39.850,2.1
l878,2.0,189.0,109000.0,2019-10-07 05:17:40.134,1.8166666666666667
l879,2.0,192.0,126000.0,2019-10-07 05:17:40.429,2.1
l880,2.0,189.0,112000.0,2019-10-07 05:17:40.706,1.8666666666666667
l881,2.0,33.0,115000.0,2019-10-07 05:17:40.985,1.9166666666666667
l888,2.0,205.0,116000.0,2019-10-07 05:17:41.267,1.9333333333333333
l882,2.0,42.0,118000.0,2019-10-07 05:17:41.551,1.9666666666666666
l884,2.0,40.0,107000.0,2019-10-07 05:17:42.117,1.7833333333333334
l459,3.0,57.0,249000.0,2019-10-07 05:17:47.597,4.15
l460,3.0,58.0,166000.0,2019-10-07 05:17:54.350,2.7666666666666666
l461,3.0,56.0,141000.0,2019-10-07 05:17:58.377,2.35
l462,3.0,55.0,120000.0,2019-10-07 05:18:03.199,2.0
l463,3.0,53.0,157000.0,2019-10-07 05:18:06.721,2.6166666666666667
l464,3.0,52.0,181000.0,2019-10-07 05:18:10.998,3.0166666666666666
l465,3.0,54.0,165000.0,2019-10-07 05:18:17.875,2.75
l716,3.0,55.0,306000.0,2019-10-07 05:18:21.252,5.1
l717,3.0,55.0,370000.0,2019-10-07 05:18:24.872,6.166666666666667
l718,3.0,53.0,390000.0,2019-10-07 05:18:28.493,6.5
l719,3.0,56.0,358000.0,2019-10-07 05:18:33.426,5.966666666666667
l569,6.0,120.0,206000.0,2019-10-07 05:33:35.007,3.433333333333333
l720,3.0,57.0,360000.0,2019-10-07 05:18:37.441,6.0
l721,3.0,52.0,372000.0,2019-10-07 05:18:43.933,6.2
l722,3.0,52.0,359000.0,2019-10-07 05:18:48.344,5.983333333333333
l723,3.0,54.0,355000.0,2019-10-07 05:18:52.350,5.916666666666667
l724,3.0,58.0,312000.0,2019-10-07 05:18:55.921,5.2
l725,3.0,57.0,307000.0,2019-10-07 05:19:00.050,5.116666666666666
l726,3.0,58.0,328000.0,2019-10-07 05:19:05.009,5.466666666666667
l727,3.0,54.0,310000.0,2019-10-07 05:19:08.997,5.166666666666667
l466,4.0,59.0,174000.0,2019-10-07 05:19:18.534,2.9
l467,4.0,66.0,180000.0,2019-10-07 05:19:24.629,3.0
l468,4.0,61.0,209000.0,2019-10-07 05:19:33.318,3.4833333333333334
l728,4.0,194.0,211000.0,2019-10-07 05:19:43.861,3.5166666666666666
l469,4.0,69.0,229000.0,2019-10-07 05:19:53.560,3.816666666666667
l470,4.0,62.0,176000.0,2019-10-07 05:20:04.463,2.933333333333333
l471,4.0,70.0,211000.0,2019-10-07 05:20:16.097,3.5166666666666666
l472,4.0,68.0,175000.0,2019-10-07 05:20:24.064,2.9166666666666665
l473,4.0,65.0,158000.0,2019-10-07 05:20:31.532,2.6333333333333333
l474,4.0,60.0,252000.0,2019-10-07 05:20:41.071,4.2
l475,4.0,63.0,228000.0,2019-10-07 05:20:50.937,3.8
l476,4.0,64.0,149000.0,2019-10-07 05:20:58.939,2.4833333333333334
l477,4.0,67.0,194000.0,2019-10-07 05:21:09.158,3.2333333333333334
l478,4.0,57.0,226000.0,2019-10-07 05:21:11.285,3.7666666666666666
l479,4.0,58.0,184000.0,2019-10-07 05:21:14.444,3.066666666666667
l480,4.0,56.0,197000.0,2019-10-07 05:21:18.601,3.283333333333333
l481,4.0,55.0,258000.0,2019-10-07 05:21:22.638,4.3
l482,4.0,53.0,212000.0,2019-10-07 05:21:28.890,3.533333333333333
l483,4.0,52.0,232000.0,2019-10-07 05:21:32.819,3.8666666666666667
l484,4.0,54.0,205000.0,2019-10-07 05:21:38.893,3.4166666666666665
l729,4.0,52.0,329000.0,2019-10-07 05:21:41.754,5.483333333333333
l730,4.0,52.0,351000.0,2019-10-07 05:21:44.627,5.85
l731,4.0,53.0,421000.0,2019-10-07 05:21:47.554,7.016666666666667
l732,4.0,57.0,390000.0,2019-10-07 05:21:50.482,6.5
l733,4.0,58.0,459000.0,2019-10-07 05:21:56.061,7.65
l734,4.0,52.0,322000.0,2019-10-07 05:21:59.029,5.366666666666666
l735,4.0,56.0,320000.0,2019-10-07 05:22:02.083,5.333333333333333
l736,4.0,53.0,381000.0,2019-10-07 05:22:06.951,6.35
l737,4.0,54.0,288000.0,2019-10-07 05:22:09.930,4.8
l738,4.0,58.0,370000.0,2019-10-07 05:22:14.265,6.166666666666667
l739,4.0,53.0,277000.0,2019-10-07 05:22:17.188,4.616666666666666
l740,4.0,57.0,329000.0,2019-10-07 05:22:20.092,5.483333333333333
l485,5.0,77.0,190000.0,2019-10-07 05:22:39.703,3.1666666666666665
l486,5.0,74.0,,2019-10-07 05:23:12.892,
l487,5.0,85.0,222000.0,2019-10-07 05:23:20.647,3.7
l488,5.0,76.0,264000.0,2019-10-07 05:23:35.178,4.4
l489,5.0,83.0,381000.0,2019-10-07 05:23:46.196,6.35
l490,5.0,71.0,342000.0,2019-10-07 05:23:51.964,5.7
l491,5.0,86.0,187000.0,2019-10-07 05:24:01.330,3.1166666666666667
l492,5.0,98.0,196000.0,2019-10-07 05:24:08.140,3.2666666666666666
l648,5.0,78.0,258000.0,2019-10-07 05:24:18.770,4.3
l494,5.0,134.0,268000.0,2019-10-07 05:24:32.135,4.466666666666667
l495,5.0,119.0,261000.0,2019-10-07 05:24:37.560,4.35
l496,5.0,88.0,305000.0,2019-10-07 05:24:47.384,5.083333333333333
l649,5.0,120.0,206000.0,2019-10-07 05:24:52.110,3.433333333333333
l650,5.0,94.0,320000.0,2019-10-07 05:25:01.471,5.333333333333333
l499,5.0,73.0,269000.0,2019-10-07 05:25:08.192,4.483333333333333
l500,5.0,133.0,153000.0,2019-10-07 05:25:16.479,2.55
l501,5.0,105.0,181000.0,2019-10-07 05:25:24.310,3.0166666666666666
l502,5.0,107.0,178000.0,2019-10-07 05:25:30.967,2.966666666666667
l503,5.0,92.0,295000.0,2019-10-07 05:25:38.663,4.916666666666667
l504,5.0,103.0,263000.0,2019-10-07 05:25:56.244,4.383333333333334
l505,5.0,100.0,194000.0,2019-10-07 05:26:00.623,3.2333333333333334
l506,5.0,106.0,226000.0,2019-10-07 05:26:09.459,3.7666666666666666
l507,5.0,84.0,300000.0,2019-10-07 05:26:28.513,5.0
l508,5.0,96.0,280000.0,2019-10-07 05:26:39.036,4.666666666666667
l509,5.0,118.0,202000.0,2019-10-07 05:26:43.802,3.3666666666666667
l510,5.0,82.0,392000.0,2019-10-07 05:26:53.565,6.533333333333333
l511,5.0,80.0,261000.0,2019-10-07 05:26:59.867,4.35
l512,5.0,75.0,150000.0,2019-10-07 05:27:03.606,2.5
l513,5.0,121.0,273000.0,2019-10-07 05:27:08.788,4.55
l514,5.0,129.0,276000.0,2019-10-07 05:27:13.609,4.6
l515,5.0,101.0,200000.0,2019-10-07 05:27:18.864,3.3333333333333335
l516,5.0,130.0,326000.0,2019-10-07 05:27:35.160,5.433333333333334
l517,5.0,72.0,207000.0,2019-10-07 05:27:40.519,3.45
l518,5.0,144.0,,2019-10-07 05:27:42.937,
l519,5.0,93.0,239000.0,2019-10-07 05:27:48.361,3.9833333333333334
l521,5.0,81.0,393000.0,2019-10-07 05:28:00.187,6.55
l522,5.0,114.0,370000.0,2019-10-07 05:28:07.969,6.166666666666667
l523,5.0,116.0,236000.0,2019-10-07 05:28:14.022,3.933333333333333
l524,5.0,87.0,256000.0,2019-10-07 05:28:17.984,4.266666666666667
l525,5.0,138.0,249000.0,2019-10-07 05:28:21.603,4.15
l526,5.0,128.0,154000.0,2019-10-07 05:28:24.854,2.566666666666667
l527,5.0,135.0,195000.0,2019-10-07 05:28:28.999,3.25
l528,5.0,89.0,193000.0,2019-10-07 05:28:32.193,3.216666666666667
l529,5.0,115.0,225000.0,2019-10-07 05:28:37.691,3.75
l530,5.0,124.0,242000.0,2019-10-07 05:28:44.003,4.033333333333333
l531,5.0,113.0,202000.0,2019-10-07 05:28:46.589,3.3666666666666667
l532,5.0,104.0,134000.0,2019-10-07 05:28:50.381,2.2333333333333334
l534,5.0,122.0,137000.0,2019-10-07 05:28:56.407,2.283333333333333
l535,5.0,99.0,266000.0,2019-10-07 05:29:01.639,4.433333333333334
l536,5.0,111.0,294000.0,2019-10-07 05:29:08.512,4.9
l537,5.0,91.0,152000.0,2019-10-07 05:29:12.257,2.533333333333333
l538,5.0,132.0,258000.0,2019-10-07 05:29:16.519,4.3
